text,rel_size,bold,indent,caps,numbered,line_len,page,y0_pos,font_hash,label
Remove from heat and let sit for a few minutes.,1.0,0,0.18,0.02127659574468085,0,47,3,0.45702003479003905,175178340,BODY
Serve with your favorite toppings.,1.0,0,0.18,0.029411764705882353,0,34,3,0.4385700225830078,175178340,BODY
Yogurt Parfait,1.0,1,0.12,0.14285714285714285,0,14,3,0.364739990234375,2725459171,H1
Ingredients:,1.0,1,0.12,0.08333333333333333,0,12,3,0.34621505737304686,2725459171,BODY
1 cup Greek yogurt,1.0,0,0.18,0.05555555555555555,1,18,3,0.32772003173828124,175178340,BODY
1/2 cup granola,1.0,0,0.18,0.0,0,15,3,0.30927001953125,175178340,BODY
1/2 cup fresh berries,1.0,0,0.18,0.0,0,21,3,0.29082000732421875,175178340,BODY
Honey for drizzling,1.0,0,0.18,0.05263157894736842,0,19,3,0.2723699951171875,175178340,BODY
Instructions:,1.0,1,0.12,0.07692307692307693,0,13,3,0.2539649963378906,2725459171,BODY
"In a glass or bowl, layer Greek yogurt, granola, and fresh berries.",1.0,0,0.18,0.029850746268656716,0,67,3,0.2354700469970703,175178340,BODY
Drizzle with honey.,1.0,0,0.18,0.05263157894736842,0,19,3,0.21702003479003906,175178340,BODY
Repeat layers if desired.,1.0,0,0.18,0.04,0,25,3,0.19857002258300782,175178340,BODY
Breakfast Sandwich,1.0,1,0.12,0.1111111111111111,0,18,4,0.8815649890899658,2725459171,H1
Ingredients:,1.0,1,0.12,0.08333333333333333,0,12,4,0.8631149768829346,2725459171,BODY
"1 English muﬃn, split and toasted",1.0,0,0.18,0.030303030303030304,1,33,4,0.8445449638366699,175178340,BODY
1 large egg,1.0,0,0.18,0.0,1,11,4,0.826095027923584,175178340,BODY
1 slice of cheese,1.0,0,0.18,0.0,1,17,4,0.8076450157165528,175178340,BODY
1 slice of ham or bacon,1.0,0,0.18,0.0,1,23,4,0.7891950035095214,175178340,BODY
Salt and pepper to taste,1.0,0,0.18,0.041666666666666664,0,24,4,0.7707449913024902,175178340,BODY
Instructions:,1.0,1,0.12,0.07692307692307693,0,13,4,0.7523399925231934,2725459171,BODY
"Cook the egg in a skillet over medium heat, seasoning with salt and pepper.",1.0,0,0.18,0.013333333333333334,0,75,4,0.7338449668884277,175178340,BODY
Place the cheese on top of the egg to melt.,1.0,0,0.18,0.023255813953488372,0,43,4,0.7153950309753419,175178340,BODY
"Assemble the sandwich with the egg, cheese, and ham or bacon between the English",1.0,0,0.18,0.025,0,80,4,0.6969450187683105,175178340,BODY
muﬃn halves.,1.0,0,0.18,0.0,0,12,4,0.6784950065612793,175178340,BODY
Chia Pudding,1.0,1,0.12,0.16666666666666666,0,12,4,0.6046649932861328,2725459171,H1
Ingredients:,1.0,1,0.11999998728434245,0.08333333333333333,0,12,4,0.5862149810791015,2725459171,BODY
1/4 cup chia seeds,1.0,0,0.18,0.0,0,18,4,0.567645034790039,175178340,BODY
1 cup almond milk,1.0,0,0.18,0.0,1,17,4,0.5491950225830078,175178340,BODY
1 tablespoon honey or maple syrup,1.0,0,0.18,0.0,1,33,4,0.5307450103759765,175178340,BODY
1/2 teaspoon vanilla extract,1.0,0,0.18,0.0,0,28,4,0.5122949981689453,175178340,BODY
"Toppings: fresh fruit, nuts, coconut flakes",1.0,0,0.18,0.023255813953488372,0,43,4,0.4938450241088867,175178340,BODY
Instructions:,1.0,1,0.12,0.07692307692307693,0,13,4,0.4754399871826172,2725459171,BODY
"In a bowl, whisk together chia seeds, almond milk, honey or maple syrup, and vanilla",1.0,0,0.18,0.011904761904761904,0,84,4,0.4569449996948242,175178340,BODY
extract.,1.0,0,0.18,0.0,0,8,4,0.438494987487793,175178340,BODY
Cover and refrigerate for at least 4 hours or overnight.,1.0,0,0.18,0.017857142857142856,0,56,4,0.42004501342773437,175178340,BODY
Stir well before serving and top with your favorite toppings.,1.0,0,0.18,0.01639344262295082,0,61,4,0.40159500122070313,175178340,BODY
Breakfast Quesadilla,1.0,1,0.12,0.1,0,20,4,0.3277650451660156,2725459171,H1
Ingredients:,1.0,1,0.12,0.08333333333333333,0,12,4,0.3093150329589844,2725459171,BODY
1 large flour tortilla,1.0,0,0.18,0.0,1,22,4,0.29074501037597655,175178340,BODY
2 large eggs,1.0,0,0.18,0.0,1,12,4,0.2722949981689453,175178340,BODY
1/4 cup shredded cheese,1.0,0,0.18,0.0,0,23,4,0.25384498596191407,175178340,BODY
1/4 cup cooked sausage or bacon,1.0,0,0.18,0.0,0,31,4,0.2353949737548828,175178340,BODY
1/4 cup diced bell pepper,1.0,0,0.18,0.0,0,25,4,0.21694503784179686,175178340,BODY
Salsa for serving,1.0,0,0.18,0.058823529411764705,0,17,4,0.19849502563476562,175178340,BODY
Instructions:,1.0,1,0.12,0.07692307692307693,0,13,4,0.18009002685546874,2725459171,BODY
"In a bowl, whisk the eggs and cook them in a skillet over medium heat.",1.0,0,0.18,0.014285714285714285,0,70,4,0.16159500122070314,175178340,BODY
"Add cheese, sausage or bacon, and bell pepper to the eggs.",1.0,0,0.18,0.017241379310344827,0,58,4,0.14314498901367187,175178340,BODY
Cook until the eggs are set and the vegetables are tender.,1.0,0,0.18,0.017241379310344827,0,58,4,0.12469505310058594,175178340,BODY
Place the egg mixture on one half of the tortilla and fold the other half over.,1.0,0,0.18,0.012658227848101266,0,79,4,0.10624504089355469,175178340,BODY
Cook in the skillet until the tortilla is golden brown and crispy.,1.0,0,0.18,0.015151515151515152,0,66,5,0.8815199851989746,175178340,BODY
Serve with salsa.,1.0,0,0.18,0.058823529411764705,0,17,5,0.8630699729919433,175178340,BODY
Banana Bread,1.0,1,0.12,0.16666666666666666,0,12,5,0.7707900047302246,2725459171,H1
Ingredients:,1.0,1,0.12,0.08333333333333333,0,12,5,0.7522649955749512,2725459171,BODY
"3 ripe bananas, mashed",1.0,0,0.18,0.0,1,22,5,0.7337699699401855,175178340,BODY
1/3 cup melted butter,1.0,0,0.18,0.0,0,21,5,0.7153200340270996,175178340,BODY
1/2 cup sugar,1.0,0,0.18,0.0,0,13,5,0.6968700218200684,175178340,BODY
"1 large egg, beaten",1.0,0,0.18,0.0,1,19,5,0.6784200096130371,175178340,BODY
1 teaspoon vanilla extract,1.0,0,0.18,0.0,1,26,5,0.6599700164794922,175178340,BODY
1 teaspoon baking soda,1.0,0,0.18,0.0,1,22,5,0.6415200042724609,175178340,BODY
Pinch of salt,1.0,0,0.18,0.07692307692307693,0,13,5,0.6230700302124024,175178340,BODY
1 1/2 cups all-purpose flour,1.0,0,0.18,0.0,1,28,5,0.6046200180053711,175178340,BODY
Instructions:,1.0,1,0.12,0.07692307692307693,0,13,5,0.5862149810791015,2725459171,BODY
Preheat oven to 350°F (175°C).,1.0,0,0.18,0.1,0,30,5,0.5677200317382812,175178340,BODY
"In a bowl, mix mashed bananas and melted butter.",1.0,0,0.18,0.020833333333333332,0,48,5,0.54927001953125,175178340,BODY
"Add sugar, beaten egg, and vanilla extract, and mix well.",1.0,0,0.18,0.017543859649122806,0,57,5,0.5308200073242187,175178340,BODY
"Stir in baking soda, salt, and flour until just combined.",1.0,0,0.18,0.017543859649122806,0,57,5,0.5123700332641602,175178340,BODY
Pour the batter into a greased loaf pan.,1.0,0,0.18,0.025,0,40,5,0.4939200210571289,175178340,BODY
Bake for 60 minutes or until a toothpick inserted into the center comes out clean.,1.0,0,0.18,0.012195121951219513,0,82,5,0.47547000885009766,175178340,BODY
Let cool before slicing.,1.0,0,0.18,0.041666666666666664,0,24,5,0.45702003479003905,175178340,BODY
Breakfast Tacos,1.0,1,0.12,0.13333333333333333,0,15,5,0.3833399963378906,2725459171,H1
Ingredients:,1.0,1,0.12,0.08333333333333333,0,12,5,0.3648899841308594,2725459171,BODY
2 large eggs,1.0,0,0.18,0.0,1,12,5,0.3463950347900391,175178340,BODY
1/4 cup shredded cheese,1.0,0,0.18,0.0,0,23,5,0.32794502258300784,175178340,BODY
1/4 cup cooked sausage or bacon,1.0,0,0.18,0.0,0,31,5,0.30949501037597654,175178340,BODY
1/4 cup diced bell pepper,1.0,0,0.18,0.0,0,25,5,0.2910449981689453,175178340,BODY
1/4 cup diced onions,1.0,0,0.18,0.0,0,20,5,0.27259498596191406,175178340,BODY
2 small flour tortillas,1.0,0,0.18,0.0,1,23,5,0.2541449737548828,175178340,BODY
Salsa for serving,1.0,0,0.18,0.058823529411764705,0,17,5,0.23569503784179688,175178340,BODY
Instructions:,1.0,1,0.12,0.07692307692307693,0,13,5,0.2172900390625,2725459171,BODY
"In a bowl, whisk the eggs and cook them in a skillet over medium heat.",1.0,0,0.18,0.014285714285714285,0,70,5,0.1987200164794922,175178340,BODY
"Add cheese, sausage or bacon, onions and bell pepper to the eggs.",1.0,0,0.18,0.015384615384615385,0,65,5,0.18027000427246093,175178340,BODY
Cook until the eggs are set and the vegetables are tender.,1.0,0,0.18,0.017241379310344827,0,58,5,0.16181999206542969,175178340,BODY
Divide the egg mixture between the tortillas.,1.0,0,0.18,0.022222222222222223,0,45,5,0.14336997985839844,175178340,BODY
Serve with salsa.,1.0,0,0.18,0.058823529411764705,0,17,5,0.1249200439453125,175178340,BODY
Granola Bars,1.0,1,0.12,0.16666666666666666,0,12,6,0.8262900352478028,2725459171,H1
Ingredients:,1.0,1,0.12000001271565755,0.08333333333333333,0,12,6,0.8078400230407715,2725459171,BODY
2 cups rolled oats,1.0,0,0.18,0.0,1,18,6,0.7893449974060058,175178340,BODY
1/2 cup honey or maple syrup,1.0,0,0.18,0.0,0,28,6,0.7708949851989746,175178340,BODY
1/2 cup peanut butter,1.0,0,0.18,0.0,0,21,6,0.7524449729919434,175178340,BODY
1/2 cup chopped nuts,1.0,0,0.18,0.0,0,20,6,0.7339949607849121,175178340,BODY
1/2 cup dried fruit,1.0,0,0.18,0.0,0,19,6,0.7155450248718261,175178340,BODY
1 teaspoon vanilla extract,1.0,0,0.18,0.0,1,26,6,0.6970950126647949,175178340,BODY
Instructions:,1.0,1,0.12,0.07692307692307693,0,13,6,0.6786900138854981,2725459171,BODY
Preheat oven to 350°F (175°C).,1.0,0,0.18,0.1,0,30,6,0.6601200103759766,175178340,BODY
"In a bowl, mix oats, honey or maple syrup, peanut butter, nuts, dried fruit, and vanilla",1.0,0,0.18,0.011363636363636364,0,88,6,0.6416699981689453,175178340,BODY
extract.,1.0,0,0.18,0.0,0,8,6,0.6232199859619141,175178340,BODY
Press the mixture into a greased baking dish.,1.0,0,0.18,0.022222222222222223,0,45,6,0.6047700119018554,175178340,BODY
Bake for 20-25 minutes or until golden brown.,1.0,0,0.18,0.022222222222222223,0,45,6,0.5863199996948242,175178340,BODY
Let cool before cutting into bars.,1.0,0,0.18,0.029411764705882353,0,34,6,0.5678700256347656,175178340,BODY
Smoothie,1.0,1,0.12,0.125,0,8,6,0.4942649841308594,2725459171,H1
Ingredients:,1.0,1,0.12,0.08333333333333333,0,12,6,0.4758149719238281,2725459171,BODY
1 banana,1.0,0,0.18,0.0,1,8,6,0.4572450256347656,175178340,BODY
1/2 cup frozen berries,1.0,0,0.18,0.0,0,22,6,0.43879501342773436,175178340,BODY
1/2 cup Greek yogurt,1.0,0,0.18,0.05,0,20,6,0.4203450012207031,175178340,BODY
1/2 cup milk,1.0,0,0.18,0.0,0,12,6,0.4018950271606445,175178340,BODY
1 tablespoon honey,1.0,0,0.18,0.0,1,18,6,0.3834450149536133,175178340,BODY
Instructions:,1.0,1,0.12,0.07692307692307693,0,13,6,0.3650399780273437,2725459171,BODY
"In a blender, combine banana, frozen berries, Greek yogurt, milk, and honey.",1.0,0,0.18,0.02631578947368421,0,76,6,0.3465450286865234,175178340,BODY
Blend until smooth.,1.0,0,0.18,0.05263157894736842,0,19,6,0.3280950164794922,175178340,BODY
Serve immediately.,1.0,0,0.18,0.05555555555555555,0,18,6,0.30964500427246094,175178340,BODY
Breakfast Pizza,1.0,1,0.12,0.13333333333333333,0,15,6,0.2360400390625,2725459171,H1
Ingredients:,1.0,1,0.12,0.08333333333333333,0,12,6,0.21751502990722657,2725459171,BODY
1 pre-made pizza crust,1.0,0,0.18,0.0,1,22,6,0.19902000427246094,175178340,BODY
1/2 cup marinara sauce,1.0,0,0.18,0.0,0,22,6,0.18056999206542967,175178340,BODY
1 cup shredded mozzarella cheese,1.0,0,0.18,0.0,1,32,6,0.16211997985839843,175178340,BODY
2 large eggs,1.0,0,0.18,0.0,1,12,6,0.1436700439453125,175178340,BODY
1/4 cup cooked sausage or bacon,1.0,0,0.18,0.0,0,31,6,0.12522003173828125,175178340,BODY
1/4 cup diced bell pepper,1.0,0,0.18,0.0,0,25,6,0.10677001953125,175178340,BODY
Instructions:,1.0,1,0.12,0.07692307692307693,0,13,7,0.8631149768829346,2725459171,BODY
Preheat oven to 425°F (220°C).,1.0,0,0.18,0.1,0,30,7,0.8446199607849121,175178340,BODY
Spread marinara sauce over the pizza crust.,1.0,0,0.18,0.023255813953488372,0,43,7,0.8261700248718262,175178340,BODY
Sprinkle mozzarella cheese on top.,1.0,0,0.18,0.029411764705882353,0,34,7,0.8077200126647949,175178340,BODY
Crack the eggs onto the pizza.,1.0,0,0.18,0.03333333333333333,0,30,7,0.7892700004577636,175178340,BODY
Add sausage or bacon and bell pepper.,1.0,0,0.18,0.02702702702702703,0,37,7,0.7708199882507324,175178340,BODY
Bake for 10-12 minutes or until the eggs are set and the cheese is melted.,1.0,0,0.18,0.013513513513513514,0,74,7,0.7523699760437011,175178340,BODY
Serve immediately.,1.0,0,0.18,0.05555555555555555,0,18,7,0.7339199638366699,175178340,BODY
Muﬃns,1.0,1,0.12,0.2,0,5,7,0.6602399826049805,2725459171,BODY
Ingredients:,1.0,1,0.12,0.08333333333333333,0,12,7,0.6417899703979493,2725459171,BODY
2 cups all-purpose flour,1.0,0,0.18,0.0,1,24,7,0.6232950210571289,175178340,BODY
1/2 cup sugar,1.0,0,0.18,0.0,0,13,7,0.6048450088500976,175178340,BODY
1 tablespoon baking powder,1.0,0,0.18,0.0,1,26,7,0.5863950347900391,175178340,BODY
1/2 teaspoon salt,1.0,0,0.18,0.0,0,17,7,0.5679450225830078,175178340,BODY
1 cup milk,1.0,0,0.18,0.0,1,10,7,0.5494950103759766,175178340,BODY
1/4 cup vegetable oil,1.0,0,0.18,0.0,0,21,7,0.5310449981689453,175178340,BODY
1 large egg,1.0,0,0.18,0.0,1,11,7,0.5125950241088867,175178340,BODY
1 teaspoon vanilla extract,1.0,0,0.18,0.0,1,26,7,0.49414501190185545,175178340,BODY
1 cup fresh or frozen berries,1.0,0,0.18,0.0,1,29,7,0.4756949996948242,175178340,BODY
Instructions:,1.0,1,0.12,0.07692307692307693,0,13,7,0.4572899627685547,2725459171,BODY
Preheat oven to 375°F (190°C).,1.0,0,0.18,0.1,0,30,7,0.4387200164794922,175178340,BODY
"In a bowl, mix flour, sugar, baking powder, and salt.",1.0,0,0.18,0.018867924528301886,0,53,7,0.4202700042724609,175178340,BODY
"In another bowl, combine milk, vegetable oil, egg, and vanilla extract.",1.0,0,0.18,0.014084507042253521,0,71,7,0.40182003021240237,175178340,BODY
Pour the wet ingredients into the dry ingredients and stir until just combined.,1.0,0,0.18,0.012658227848101266,0,79,7,0.38337001800537107,175178340,BODY
Fold in the berries.,1.0,0,0.18,0.05,0,20,7,0.36492000579833983,175178340,BODY
Divide the batter evenly among a greased muﬃn tin.,1.0,0,0.18,0.02,0,50,7,0.3464700317382812,175178340,BODY
Bake for 20-25 minutes or until a toothpick inserted into the center comes out clean.,1.0,0,0.18,0.011764705882352941,0,85,7,0.32802001953125,175178340,BODY
Let cool before serving.,1.0,0,0.18,0.041666666666666664,0,24,7,0.30957000732421874,175178340,BODY
Breakfast Casserole,1.0,1,0.12,0.10526315789473684,0,19,7,0.2359650421142578,2725459171,H1
Ingredients:,1.0,1,0.12,0.08333333333333333,0,12,7,0.21751502990722657,2725459171,BODY
6 large eggs,1.0,0,0.18,0.0,1,12,7,0.19894500732421874,175178340,BODY
1 cup milk,1.0,0,0.18,0.0,1,10,7,0.1804949951171875,175178340,BODY
1 cup shredded cheese,1.0,0,0.18,0.0,1,21,7,0.16204505920410156,175178340,BODY
1/2 cup cooked sausage or bacon,1.0,0,0.18,0.0,0,31,7,0.14359504699707032,175178340,BODY
1/2 cup diced bell pepper,1.0,0,0.18,0.0,0,25,7,0.12514503479003905,175178340,BODY
1/2 cup diced onion,1.0,0,0.18,0.0,0,19,7,0.10669502258300781,175178340,BODY
Salt and pepper to taste,1.0,0,0.18,0.041666666666666664,0,24,8,0.8815199851989746,175178340,BODY
Instructions:,1.0,1,0.12,0.07692307692307693,0,13,8,0.8631149768829346,2725459171,BODY
Preheat oven to 350°F (175°C).,1.0,0,0.18,0.1,0,30,8,0.8446199607849121,175178340,BODY
"In a bowl, whisk together eggs, milk, salt, and pepper.",1.0,0,0.18,0.01818181818181818,0,55,8,0.8261700248718262,175178340,BODY
"Stir in cheese, sausage or bacon, bell pepper, and onion.",1.0,0,0.18,0.017543859649122806,0,57,8,0.8077200126647949,175178340,BODY
Pour the mixture into a greased baking dish.,1.0,0,0.18,0.022727272727272728,0,44,8,0.7892700004577636,175178340,BODY
Bake for 30-35 minutes or until the eggs are set.,1.0,0,0.18,0.02040816326530612,0,49,8,0.7708199882507324,175178340,BODY
Let cool slightly before serving.,1.0,0,0.18,0.030303030303030304,0,33,8,0.7523699760437011,175178340,BODY
Bagel with Cream Cheese,1.0,1,0.12,0.13043478260869565,0,23,8,0.6786900138854981,2725459171,H1
Ingredients:,1.0,1,0.12,0.08333333333333333,0,12,8,0.6602399826049805,2725459171,BODY
"1 bagel, sliced and toasted",1.0,0,0.18,0.0,1,27,8,0.6416699981689453,175178340,BODY
2 tablespoons cream cheese,1.0,0,0.18,0.0,1,26,8,0.6232200241088868,175178340,BODY
